Price,Adj Close,Close,High,Low,Open,Volume
Ticker,MMM,MMM,MMM,MMM,MMM,MMM
Date,,,,,,
2000-01-03 00:00:00+00:00,19.81383514404297,39.454429626464844,40.34280776977539,39.323787689208984,40.159908294677734,2599386
2000-01-04 00:00:00+00:00,19.02652931213379,37.8867073059082,39.637332916259766,37.8867073059082,38.82733917236328,3245705
2000-01-05 00:00:00+00:00,19.577640533447266,38.98411560058594,40.2382926940918,38.09573745727539,38.09573745727539,4424482
2000-01-06 00:00:00+00:00,21.15224838256836,42.119564056396484,42.85116958618164,39.42830276489258,39.42830276489258,7147057
2000-01-07 00:00:00+00:00,21.572147369384766,42.955684661865234,43.39987564086914,41.77989196777344,42.276336669921875,4905035
2000-01-10 00:00:00+00:00,21.4671688079834,42.74665451049805,43.269229888916016,41.8060188293457,41.988922119140625,4621105
2000-01-11 00:00:00+00:00,21.099767684936523,42.01504898071289,42.85116958618164,42.01504898071289,42.119564056396484,2819690
2000-01-12 00:00:00+00:00,21.15224838256836,42.119564056396484,43.32148742675781,42.119564056396484,42.61601257324219,3430606
2000-01-13 00:00:00+00:00,21.15224838256836,42.119564056396484,42.589881896972656,41.962791442871094,42.3547248840332,2684302
2000-01-14 00:00:00+00:00,20.8504581451416,41.51860427856445,42.19795227050781,41.36183166503906,42.119564056396484,3039993
2000-01-18 00:00:00+00:00,20.391191482543945,40.604095458984375,41.49247360229492,40.604095458984375,40.65635681152344,2529301
2000-01-19 00:00:00+00:00,20.745485305786133,41.309574127197266,41.77989196777344,40.86538314819336,40.86538314819336,3143327
2000-01-20 00:00:00+00:00,19.971290588378906,39.76797866821289,41.54473114013672,39.50668716430664,41.41408920288086,3713102
2000-01-21 00:00:00+00:00,19.931934356689453,39.68959045410156,40.36893844604492,39.53281784057617,39.82023239135742,5372193
2000-01-24 00:00:00+00:00,19.472671508789062,38.77508544921875,40.05539321899414,38.30476760864258,40.05539321899414,3553316
2000-01-25 00:00:00+00:00,19.183992385864258,38.200252532958984,39.6634635925293,37.72993469238281,39.6634635925293,4414675
2000-01-26 00:00:00+00:00,20.22060775756836,40.26442337036133,40.76087188720703,39.84636306762695,40.08152389526367,8396877
2000-01-27 00:00:00+00:00,20.20747947692871,40.2382926940918,41.10054397583008,40.159908294677734,40.630226135253906,3486101
2000-01-28 00:00:00+00:00,19.367706298828125,38.56605529785156,40.05539321899414,38.56605529785156,40.02926254272461,4481890
2000-01-31 00:00:00+00:00,19.656370162963867,39.14088439941406,40.70861053466797,38.487667083740234,38.56605529785156,3926229
2000-02-01 00:00:00+00:00,19.7613525390625,39.34991455078125,40.21216583251953,39.193145751953125,39.454429626464844,3160071
2000-02-02 00:00:00+00:00,19.420188903808594,38.670570373535156,39.29766082763672,38.4615364074707,38.957984924316406,3497343
2000-02-03 00:00:00+00:00,19.249597549438477,38.330894470214844,38.513797760009766,37.62541961669922,38.43540954589844,4210638
2000-02-04 00:00:00+00:00,18.698486328125,37.23348617553711,38.644439697265625,37.23348617553711,38.43540954589844,3938906
2000-02-07 00:00:00+00:00,18.396684646606445,36.63252639770508,37.36412811279297,36.2144660949707,37.31187438964844,4706738
2000-02-08 00:00:00+00:00,18.409814834594727,36.658653259277344,37.70380401611328,36.55413818359375,36.63252639770508,3449264
2000-02-09 00:00:00+00:00,18.396684646606445,36.63252639770508,37.207359313964844,36.58026885986328,37.05058670043945,3110078
2000-02-10 00:00:00+00:00,18.055524826049805,35.95317840576172,36.47575378417969,35.6657600402832,36.47575378417969,4807920
2000-02-11 00:00:00+00:00,17.412559509277344,34.67286682128906,36.162208557128906,33.9935188293457,35.691890716552734,5371954
2000-02-14 00:00:00+00:00,17.39944076538086,34.6467399597168,35.43060302734375,34.43770980834961,34.80351257324219,4014254
2000-02-15 00:00:00+00:00,18.711610794067383,37.25961685180664,37.86057662963867,34.90802764892578,35.012542724609375,4468256
2000-02-16 00:00:00+00:00,18.541025161743164,36.91994094848633,37.78219223022461,36.60639572143555,36.94607162475586,3087833
2000-02-17 00:00:00+00:00,18.81658935546875,37.46864318847656,38.40928268432617,37.18122863769531,37.207359313964844,4072858
